-DOCSTART- -X- O O
could	O
illuminate	O
how	O
the	O
mutation	O
of	O
a	O
single	O
amino	O
acid	O
at	O
the	O
GPCR	B-NEURAL MECHANISM/CORRELATE
-	I-NEURAL MECHANISM/CORRELATE
Gα	I-NEURAL MECHANISM/CORRELATE
interface	I-NEURAL MECHANISM/CORRELATE
would	O
switch	O
the	O
coupling	O
of	O
HTR2A	B-NEURAL MECHANISM/CORRELATE
from	O
an	O
unbiased	O
to	O
an	O
arrestin	O
-	O
exclusive	O
state	O
.	O
While	O
this	O
paper	O
was	O
in	O
revision	O
,	O
however	O
,	O
a	O
3.3	O
Å	O
resolution	O
structure	O
of	O
the	O
turkey	O
β1	B-NEURAL MECHANISM/CORRELATE
-	I-NEURAL MECHANISM/CORRELATE
adrenergic	I-NEURAL MECHANISM/CORRELATE
receptor	O
complexed	O
with	O
human	O
β	B-NEURAL MECHANISM/CORRELATE
-	I-NEURAL MECHANISM/CORRELATE
arrestin1	I-NEURAL MECHANISM/CORRELATE
was	O
reported	O
(	O
Lee	O
et	O
al	O
.	O
,	O
2020	O
)	O
.	O
A	O
comparison	O
of	O
this	O
structure	O
with	O
the	O
Gs	B-NEURAL MECHANISM/CORRELATE
-	I-NEURAL MECHANISM/CORRELATE
coupled	I-NEURAL MECHANISM/CORRELATE
β2	B-NEURAL MECHANISM/CORRELATE
-	I-NEURAL MECHANISM/CORRELATE
adrenergic	I-NEURAL MECHANISM/CORRELATE
receptor	I-NEURAL MECHANISM/CORRELATE
(	O
Rasmussen	O
et	O
al	O
.	O
,	O
2011	O
)	O
and	O
our	O
HTR2A	B-NEURAL MECHANISM/CORRELATE
-	I-NEURAL MECHANISM/CORRELATE
Gq	I-NEURAL MECHANISM/CORRELATE
structure	I-NEURAL MECHANISM/CORRELATE
reveals	O
that	O
the	O
cognate	O
hydrophobic	O
residue	O
F139ICL2	B-NEURAL MECHANISM/CORRELATE
in	O
β2	B-NEURAL MECHANISM/CORRELATE
-	I-NEURAL MECHANISM/CORRELATE
AR	I-NEURAL MECHANISM/CORRELATE
interacts	O
with	O
the	O
Gs	B-NEURAL MECHANISM/CORRELATE
α5	I-NEURAL MECHANISM/CORRELATE
-	I-NEURAL MECHANISM/CORRELATE
helix	I-NEURAL MECHANISM/CORRELATE
in	O
a	O
manner	O
similar	O
to	O
HTR2A	B-NEURAL MECHANISM/CORRELATE
-	I-NEURAL MECHANISM/CORRELATE
Gq	I-NEURAL MECHANISM/CORRELATE
.	O
In	O
the	O
β1	B-NEURAL MECHANISM/CORRELATE
adrenergic	I-NEURAL MECHANISM/CORRELATE
receptor	I-NEURAL MECHANISM/CORRELATE
-	I-NEURAL MECHANISM/CORRELATE
Arrestin	I-NEURAL MECHANISM/CORRELATE
structure	I-NEURAL MECHANISM/CORRELATE
,	O
by	O
contrast	O
,	O
F147ICL2	B-NEURAL MECHANISM/CORRELATE
is	O
displaced	O
upward	O
where	O
F147ICL2	B-NEURAL MECHANISM/CORRELATE
would	O
potentially	O
clash	O
with	O
residues	O
in	O
the	O
α5	B-NEURAL MECHANISM/CORRELATE
helix	I-NEURAL MECHANISM/CORRELATE
of	I-NEURAL MECHANISM/CORRELATE
Gs	I-NEURAL MECHANISM/CORRELATE
(	O
Figure	O
7I	O
)	O
and	O
where	O
F147ICL2	B-NEURAL MECHANISM/CORRELATE
is	O
engaged	O
in	O
no	O
productive	O
interactions	O
.	O
A	O
similar	O
relative	O
lack	O
of	O
extensive	O
engagement	O
of	O
this	O
cognate	O
residue	O
with	O
arrestins	O
can	O
be	O
seen	O
in	O
the	O
lower	O
resolution	O
muscarinic-	B-NEURAL MECHANISM/CORRELATE
and	I-NEURAL MECHANISM/CORRELATE
neurotensin	I-NEURAL MECHANISM/CORRELATE
-	I-NEURAL MECHANISM/CORRELATE
receptor	I-NEURAL MECHANISM/CORRELATE
arrestin	I-NEURAL MECHANISM/CORRELATE
complexes	I-NEURAL MECHANISM/CORRELATE
(	O
Huang	O
et	O
al	O
.	O
,	O
2020	O
;	O
Staus	O
et	O
al	O
.	O
,	O
2020	O
)	O
(	O
Figure	O
7J	O
)	O
This	O
analysis	O
provides	O
a	O
potential	O
structural	O
explanation	O
for	O
how	O
loss	O
of	O
this	O
hydrophobic	O
interaction	O
impairs	O
Gq	B-NEURAL MECHANISM/CORRELATE
subunit	I-NEURAL MECHANISM/CORRELATE
coupling	I-NEURAL MECHANISM/CORRELATE
while	O
preserving	O
arrestin	O
interaction	O
—	O
at	O
least	O
for	O
HTR2A	B-NEURAL MECHANISM/CORRELATE
In	O
addition	O
to	O
these	O
fundamental	O
insights	O
into	O
GPCR	B-NEURAL MECHANISM/CORRELATE
-	I-NEURAL MECHANISM/CORRELATE
Gq	I-NEURAL MECHANISM/CORRELATE
interactions	O
,	O
our	O
findings	O
have	O
relevance	O
for	O
neuropsychiatric	O
drug	O
discovery	O
.	O
Psilocybin	B-DRUG
and	O
LSD	B-DRUG
have	O
emerged	O
as	O
potential	O
therapeutics	O
for	O
a	O
number	O
of	O
neuropsychiatric	O
conditions	O
including	O
depression	B-HEALTH CONDITION
,	O
anxiety	B-HEALTH CONDITION
,	O
substance	B-HEALTH CONDITION
abuse	I-HEALTH CONDITION
,	O
and	O
cluster	B-HEALTH CONDITION
headaches	I-HEALTH CONDITION
(	O
Carhart	O
-	O
Harris	O
et	O
al	O
.	O
,	O
2016	O
;	O
Bogenschutz	O
,	O
2013	O
;	O
Gasser	O
et	O
al	O
.	O
,	O
2015	O
;	O
Sewell	O
et	O
al	O
.	O
,	O
2006	O
;	O
Nutt	O
et	O
al	O
.	O
,	O
2020	O
)	O
.	O
Because	O
the	O
5	B-NEURAL MECHANISM/CORRELATE
-	I-NEURAL MECHANISM/CORRELATE
HT2A	I-NEURAL MECHANISM/CORRELATE
receptor	O
is	O
essential	O
for	O
the	O
actions	O
of	O
psilocybin	B-DRUG
in	O
humans	O
(	O
Kometer	O
et	O
al	O
.	O
,	O
2013	O
;	O
Nutt	O
et	O
al	O
.	O
,	O
2020	O
)	O
,	O
insights	O
into	O
the	O
molecular	O
details	O
of	O
both	O
HTR2A	B-NEURAL MECHANISM/CORRELATE
ligand	I-NEURAL MECHANISM/CORRELATE
recognition	I-NEURAL MECHANISM/CORRELATE
and	O
HTR2A	B-NEURAL MECHANISM/CORRELATE
-	I-NEURAL MECHANISM/CORRELATE
effector	I-NEURAL MECHANISM/CORRELATE
coupling	I-NEURAL MECHANISM/CORRELATE
are	O
key	O
to	O
arriving	O
at	O
a	O
molecular	O
understanding	O
of	O
hallucinogen	O
actions	O
.	O
Additionally	O
,	O
these	O
studies	O
will	O
provide	O
a	O
framework	O
for	O
a	O
structure	O
-	O
guided	O
search	O
to	O
identify	O
more	O
selective	O
and	O
efficacious	O
HTR2A	B-NEURAL MECHANISM/CORRELATE
agonists	I-NEURAL MECHANISM/CORRELATE
as	O
potential	O
innovative	O
neuropsychiatric	O
therapeutics	O
as	O
recently	O
exemplified	O
by	O
us	O
for	O
other	O
GPCRs	B-NEURAL MECHANISM/CORRELATE
(	O
Lyu	O
et	O
al	O
.	O
,	O
2019	O
;	O
Wang	O
et	O
al	O
.	O
,	O
2017	O
;	O
Stein	O
et	O
al	O
.	O
,	O
2020	O
)	O
-DOCSTART- -X- O O
In	O
this	O
6	O
-	O
week	O
randomized	O
trial	O
comparing	O
psilocybin	B-DRUG
with	O
escitalopram	B-ANTIDEPRESSANT_DRUG
in	O
patients	O
with	O
long	O
-	O
standing	O
,	O
mild	O
-	O
to	O
-	O
severe	O
depression	B-HEALTH CONDITION
,	O
the	O
change	O
in	O
depression	B-HEALTH CONDITION
scores	O
on	O
the	O
QIDS	O
-	O
SR-16	O
at	O
week	O
6	O
(	O
the	O
primary	O
outcome	O
)	O
did	O
not	O
differ	O
significantly	O
between	O
the	O
trial	O
groups	O
.	O
Secondary	O
outcomes	O
generally	O
favored	O
psilocybin	B-DRUG
over	O
escitalopram	B-ANTIDEPRESSANT_DRUG
;	O
however	O
,	O
the	O
confidence	O
intervals	O
for	O
the	O
between	O
-	O
group	O
differences	O
were	O
not	O
adjusted	O
for	O
multiple	O
comparisons	O
,	O
and	O
no	O
conclusions	O
can	O
be	O
drawn	O
from	O
these	O
data	O
.	O
In	O
both	O
trial	O
groups	O
,	O
the	O
scores	O
on	O
the	O
depression	B-HEALTH CONDITION
scales	O
at	O
week	O
6	O
were	O
numerically	O
lower	O
than	O
the	O
baseline	O
scores	O
,	O
but	O
the	O
absence	O
of	O
a	O
placebo	O
group	O
in	O
the	O
trial	O
limits	O
conclusions	O
about	O
the	O
effect	O
of	O
either	O
agent	O
alone	O
.	O
The	O
incidence	O
of	O
adverse	B-OUTCOME
events	I-OUTCOME
was	O
similar	O
in	O
the	O
trial	O
groups	O
,	O
and	O
no	B-OUTCOME
serious	I-OUTCOME
adverse	I-OUTCOME
events	I-OUTCOME
occurred	I-OUTCOME
.	O
The	O
percentages	O
of	O
patients	O
who	O
had	O
anxiety	B-HEALTH CONDITION
,	O
dry	B-OUTCOME
mouth	I-OUTCOME
,	O
sexual	B-OUTCOME
dysfunction	I-OUTCOME
,	O
or	O
reduced	B-OUTCOME
emotional	I-OUTCOME
responsiveness	I-OUTCOME
were	O
higher	O
in	O
the	O
escitalopram	B-ANTIDEPRESSANT_DRUG
group	O
than	O
in	O
the	O
psilocybin	B-DRUG
group.19	O
Four	O
patients	O
in	O
the	O
escitalopram	B-ANTIDEPRESSANT_DRUG
group	O
stopped	O
taking	O
Four	O
patients	O
in	O
the	O
escitalopram	B-ANTIDEPRESSANT_DRUG
group	O
daily	O
capsules	O
entirely	O
,	O
and	O
1	O
patient	O
halved	O
the	O
dose	O
because	O
of	O
perceived	B-OUTCOME
adverse	I-OUTCOME
events	I-OUTCOME
.	O
No	O
patient	O
in	O
the	O
psilocybin	B-DRUG
group	O
requested	O
to	O
cancel	O
the	O
second	O
psilocybin	B-DRUG
dose	O
.	O
Three	O
patients	O
were	O
unable	O
to	O
attend	O
sessions	O
to	O
receive	O
the	O
second	O
psilocybin	B-DRUG
dose	O
owing	O
to	O
the	O
Covid-19	O
lockdown	O
(	O
2	O
patients	O
in	O
the	O
psilocybin	B-DRUG
group	O
and	O
1	O
in	O
the	O
escitalopram	O
group	O
)	O
.	O
The	O
most	O
common	O
adverse	B-OUTCOME
event	I-OUTCOME
in	O
the	O
psilocybin	B-DRUG
group	O
was	O
transient	B-OUTCOME
headache	I-OUTCOME
reported	O
within	O
24	O
hours	O
after	O
the	O
day	O
of	O
psilocybin	B-DRUG
dosing	O
.	O
The	O
incidence	O
of	O
headache	B-OUTCOME
was	O
similar	O
to	O
those	O
reported	O
in	O
previous	O
studies	O
of	O
psilocybin	B-DRUG
Acute	O
subjective	B-SUBJECTIVE EXPERIENCE
effects	I-SUBJECTIVE EXPERIENCE
of	O
psilocybin	B-DRUG
relating	O
to	O
the	O
psychedelic	O
experience	O
were	O
not	O
included	O
as	O
adverse	B-OUTCOME
events	I-OUTCOME
in	O
our	O
trial	O
,	O
because	O
previous	O
studies	O
have	O
suggested	O
that	O
those	O
reported	O
in	O
previous	O
studies	O
of	O
psilocybin	B-DRUG
Acute	O
subjective	B-SUBJECTIVE EXPERIENCE
effects	I-SUBJECTIVE EXPERIENCE
of	O
psilocybin	B-DRUG
relating	O
to	O
the	O
psychedelic	O
experience	O
may	O
have	O
a	O
mediating	B-OUTCOME
influence	I-OUTCOME
on	I-OUTCOME
positive	I-OUTCOME
outcomes.21	I-OUTCOME
The	O
altered	B-SUBJECTIVE EXPERIENCE
quality	I-SUBJECTIVE EXPERIENCE
of	I-SUBJECTIVE EXPERIENCE
conscious	I-SUBJECTIVE EXPERIENCE
experience	I-SUBJECTIVE EXPERIENCE
typically	O
induced	O
by	O
a	O
25	O
-	O
mg	O
dose	O
of	O
psilocybin	B-DRUG
adds	O
complexity	O
to	O
this	O
treatment	O
model	O
,	O
because	O
this	O
treatment	O
model	O
requires	O
that	O
psychological	O
support	O
be	O
provided	O
to	O
patients	O
during	O
and	O
after	O
treatment	O
sessions.15	O
This	O
requirement	O
informed	O
this	O
trial	O
’s	O
screening	O
criteria	O
that	O
excluded	O
patients	O
with	O
preexisting	O
psychiatric	B-HEALTH CONDITION
conditions	I-HEALTH CONDITION
believed	O
to	O
be	O
incompatible	O
with	O
the	O
limited	O
psychological	O
support	O
that	O
could	O
be	O
made	O
available	O
within	O
the	O
trial	O
.	O
This	O
exclusion	O
criterion	O
may	O
have	O
biased	O
the	O
trial	O
sample	O
toward	O
patients	O
who	O
could	O
receive	O
psilocybin	B-DRUG
without	O
unacceptable	B-OUTCOME
side	I-OUTCOME
effects	I-OUTCOME
.	O
However	O
,	O
psychological	O
support	O
was	O
provided	O
for	O
both	O
groups	O
in	O
this	O
trial	O
,	O
and	O
it	O
is	O
possible	O
that	O
the	O
adjunctive	O
psychological	B-OUTCOME
support	I-OUTCOME
improved	B-OUTCOME
outcomes	I-OUTCOME
among	O
those	O
in	O
the	O
escitalopram	B-ANTIDEPRESSANT_DRUG
group	O
A	O
limitation	O
of	O
the	O
trial	O
is	O
the	O
brief	O
duration	O
of	O
escitalopram	B-ANTIDEPRESSANT_DRUG
treatment	O
,	O
because	O
this	O
drug	O
has	O
a	O
delayed	B-OUTCOME
therapeutic	I-OUTCOME
action	I-OUTCOME
on	I-OUTCOME
depression.22	I-OUTCOME
Had	O
the	O
course	O
of	O
escitalopram	B-ANTIDEPRESSANT_DRUG
been	O
extended	O
,	O
it	O
is	O
possible	O
that	O
better	B-OUTCOME
efficacy	I-OUTCOME
would	O
have	O
been	O
observed	O
among	O
the	O
patients	O
in	O
the	O
escitalopram	B-ANTIDEPRESSANT_DRUG
group	O
.	O
Patients	O
who	O
received	O
the	O
25	O
-	O
mg	O
dose	O
of	O
psilocybin	B-DRUG
rated	O
the	O
intensity	O
of	O
acute	O
subjective	B-SUBJECTIVE EXPERIENCE
effects	I-SUBJECTIVE EXPERIENCE
higher	O
than	O
patients	O
who	O
received	O
the	O
1	O
-	O
mg	O
dose	O
(	O
Fig	O
.	O
S7	O
)	O
.	O
We	O
did	O
not	O
assess	O
the	O
effectiveness	O
of	O
blinding	O
within	O
each	O
treatment	O
group	O
.	O
It	O
was	O
assumed	O
that	O
the	O
active	O
comparator	O
design	O
would	O
mitigate	O
expectancy	O
bias	O
,	O
but	O
we	O
can	O
not	O
be	O
confident	O
that	O
guessing	O
of	O
the	O
trial	O
-	O
group	O
assignment	O
or	O
biased	B-OUTCOME
expectations	I-OUTCOME
in	O
favor	O
of	O
psilocybin	B-DRUG
did	O
not	O
influence	O
the	O
results	O
.	O
Although	O
efforts	O
were	O
made	O
to	O
recruit	O
patients	O
by	O
external	O
referrals	O
,	O
most	O
of	O
the	O
recruited	O
volunteers	O
referred	O
the	O
recruited	O
volunteers	O
,	O
and	O
many	O
expressed	O
a	O
preference	O
for	O
psilocybin	B-DRUG
over	O
escitalopram	B-ANTIDEPRESSANT_DRUG
.	O
This	O
created	O
a	O
selected	O
trial	O
population	O
and	O
limits	O
generalization	O
of	O
the	O
results	O
The	O
patients	O
in	O
the	O
trial	O
were	O
not	O
from	O
diverse	O
ethnic	O
or	O
socioeconomic	O
backgrounds	O
.	O
Strategies	O
to	O
improve	O
recruitment	O
of	O
more	O
diverse	O
study	O
populations	O
are	O
needed	O
in	O
studies	O
of	O
psilocybin	B-DRUG
for	O
depression	B-HEALTH CONDITION
.	O
Also	O
,	O
average	O
symptom	O
severity	O
scores	O
at	O
baseline	O
were	O
in	O
the	O
range	O
for	O
moderate	O
depression	B-HEALTH CONDITION
,	O
thus	O
limiting	O
extrapolations	O
to	O
patients	O
with	O
severe	B-HEALTH CONDITION
depressive	I-HEALTH CONDITION
symptoms	I-HEALTH CONDITION
or	O
treatment	B-HEALTH CONDITION
-	I-HEALTH CONDITION
resistant	I-HEALTH CONDITION
depression	I-HEALTH CONDITION
Psychedelic	B-DRUG
agents	I-DRUG
have	O
been	O
shown	O
to	O
enhance	B-OUTCOME
suggestibility,23	I-OUTCOME
and	O
treatment	B-OUTCOME
-	I-OUTCOME
resistant	I-OUTCOME
depression	I-OUTCOME
Psychedelic	B-DRUG
agents	I-DRUG
psychological	B-OUTCOME
effects	I-OUTCOME
are	O
assumed	O
to	O
be	O
context	O
-	O
dependent.24,25	O
In	O
other	O
words	O
,	O
the	O
content	O
and	O
subjective	B-SUBJECTIVE EXPERIENCE
quality	I-SUBJECTIVE EXPERIENCE
of	I-SUBJECTIVE EXPERIENCE
the	I-SUBJECTIVE EXPERIENCE
psychedelic	I-SUBJECTIVE EXPERIENCE
experience	I-SUBJECTIVE EXPERIENCE
is	O
influenced	O
by	O
a	O
person	O
’s	O
memories	B-SUBJECTIVE EXPERIENCE
,	O
perceptions	B-SUBJECTIVE EXPERIENCE
,	O
and	O
degree	B-SUBJECTIVE EXPERIENCE
to	I-SUBJECTIVE EXPERIENCE
which	I-SUBJECTIVE EXPERIENCE
the	I-SUBJECTIVE EXPERIENCE
environment	I-SUBJECTIVE EXPERIENCE
is	I-SUBJECTIVE EXPERIENCE
supportive	I-SUBJECTIVE EXPERIENCE
at	O
the	O
time	O
of	O
administration	O
of	O
the	O
agent	O
.	O
In	O
a	O
study	O
in	O
which	O
various	O
psychedelic	B-DRUG
compounds	I-DRUG
were	O
administered	O
to	O
rats	O
,	O
the	O
compounds	B-DRUG
were	O
shown	O
to	O
increase	B-OUTCOME
dendritic	I-OUTCOME
arbor	I-OUTCOME
complexity	I-OUTCOME
,	O
promote	B-OUTCOME
dendritic	I-OUTCOME
spine	I-OUTCOME
growth	I-OUTCOME
,	O
and	O
stimulate	B-OUTCOME
synapse	I-OUTCOME
formation	I-OUTCOME
in	O
